model,Recall@20,Precision@20,nDCG@20,MRR@20,HR@20,EFD@20,EPC@20,ARP@20,PopREO@20,PopRSP@20,ItemCoverage@20,UserCoverage@20
LATTICE,0.65689410562954,0.0615730932203389,0.3810634782981439,0.3515218477660715,0.7989936440677966,0.4317801089532209,0.0702711508164488,352.21276483050843,0.623069813123281,0.9221612326039555,186.0,3776.0
LightGCNM,0.6574943881154156,0.0613877118644067,0.3811773050861947,0.3525628847223376,0.8085275423728814,0.42497994843367,0.0695674174943843,350.6930217161017,0.6687696978592538,0.9497300522897352,145.0,3776.0
BM3,0.6472523834745763,0.0602356991525423,0.3805068979005553,0.3597027459107236,0.8034957627118644,0.4045866878156635,0.0679593736003783,402.763373940678,0.8977498877798045,0.9893332876645674,79.0,3776.0
LightGCNM,0.6691535512510088,0.0625,0.3872301475664223,0.3568434323041287,0.8196504237288136,0.4393408024112341,0.0713801637214215,340.7682203389831,0.582316651315116,0.9369503062595952,162.0,3776.0
BM3,0.6856326296408394,0.0636652542372881,0.3954354449252952,0.3663487113920148,0.8320974576271186,0.431949423350924,0.0713292819612184,378.5949814618644,0.6890301989906965,0.9591698733623863,122.0,3776.0
BPRMF,0.6564170954398708,0.0612950211864406,0.3863114560687457,0.3650982415078388,0.8085275423728814,0.4202216075269503,0.0698316591319148,397.6299258474576,0.8031665225127002,0.9751390071608989,166.0,3776.0
LATTICE,0.6613098390839387,0.0621292372881356,0.3867490882848782,0.3590243446524316,0.8077330508474576,0.4469186226509535,0.0719978348080403,334.19127383474574,0.5350878842097405,0.8997996913660479,184.0,3776.0
BM3,0.6702617408192091,0.0626986228813559,0.3896100451941459,0.3630563789690439,0.8151483050847458,0.4260070391374964,0.0705118088078789,380.717372881356,0.7497251298160891,0.9740911196720278,116.0,3776.0
LATTICE,0.6656577885391444,0.0622616525423728,0.3890107751701622,0.3613318562477972,0.8114406779661016,0.4465698777569317,0.0720871874842804,338.17109374999995,0.5396895270227624,0.906573863204547,186.0,3776.0
LightGCNM,0.6736269799233253,0.0630296610169491,0.3935618599047538,0.3630482279922323,0.8220338983050848,0.4511680458345083,0.0727618574135083,334.3020789194915,0.5072944576021654,0.9149274932697778,162.0,3776.0
LightGCNM,0.678228410008071,0.0633606991525423,0.3975628401068253,0.3678475304834098,0.8270656779661016,0.4611560088522583,0.0739564228209541,325.9953919491526,0.4609749185746399,0.8942924339865134,170.0,3776.0
BM3,0.6901766797820824,0.0641949152542373,0.4008590530351693,0.3717489134040569,0.8384533898305084,0.4392713461764962,0.072477079878264,382.6948622881356,0.6758986093880442,0.9637455155872332,126.0,3776.0
FREEDOM,0.6898812676553673,0.0643670550847457,0.4052819826663538,0.377746338134735,0.8358050847457628,0.445697163384132,0.073463411874298,386.4861890889831,0.7306178215792363,0.9715977862693752,179.0,3776.0
LightGCN,0.6775795752623083,0.063572563559322,0.4019758877969562,0.3749735185543406,0.821239406779661,0.4576075236496741,0.0741548654257042,344.4332627118644,0.5626121330782345,0.9272550054144612,175.0,3776.0
FREEDOM,0.6909781073446328,0.0645391949152542,0.4071252285365144,0.380019946083505,0.8358050847457628,0.4491386898312717,0.0739658011816225,383.5543034957627,0.6913390128026771,0.9663191080455584,179.0,3776.0
FREEDOM,0.6866856461864407,0.0641022245762711,0.4056552591274956,0.3793108201620739,0.831302966101695,0.4485802751402041,0.0736970643084341,379.5452065677966,0.6824664919956038,0.964671193356183,178.0,3776.0
FREEDOM,0.696676377118644,0.0649231991525423,0.409931843733841,0.3813946177917996,0.8421610169491526,0.4533207204562957,0.0744783649451325,383.1324814618644,0.6667485522626627,0.9657595462221028,180.0,3776.0
FeatureItemKNN,0.684482508575464,0.0641022245762711,0.4086296060587009,0.3840672690318243,0.8294491525423728,0.4604873163240305,0.0748991415520678,367.0107786016949,0.621173737137898,0.9466826976845198,185.0,3776.0
FeatureItemKNN,0.6952857016747377,0.0650026483050847,0.415640023558548,0.3912691389972027,0.8403072033898306,0.4654047803334663,0.0758858524439006,376.0161811440678,0.6481975166578163,0.9577202678989546,184.0,3776.0
FeatureItemKNN,0.6932950590193704,0.0647378177966101,0.415000416685429,0.3909522988880209,0.8389830508474576,0.4643016069270171,0.0757422705633571,376.1129502118644,0.6509912340621474,0.957812587960754,184.0,3776.0
FeatureItemKNN,0.6909689643866022,0.0646186440677966,0.4142769497028354,0.3915465814799679,0.8371292372881356,0.4637630236087566,0.0756621769485894,375.8816604872882,0.6612849217031616,0.9593454978835464,182.0,3776.0
ItemKNN,0.6944161748385795,0.0648569915254237,0.4156767952700745,0.3920222415312494,0.8397775423728814,0.4648794433862617,0.0758633095830094,377.3110566737288,0.6596522154081146,0.9591698733623863,183.0,3776.0
