model,Recall@10,Precision@10,nDCG@10,MRR@10,HR@10,EFD@10,EPC@10,ARP@10,PopREO@10,PopRSP@10,ItemCoverage@10,UserCoverage@10
MMGCN,0.4474232622074253,0.0824417372881356,0.3107190266675727,0.3371134735673931,0.6260593220338984,0.4848476018137366,0.0830375602038142,539.0885858050848,0.8890080089620275,0.9857718306497651,40.0,3776.0
VBPR,0.4627727123688459,0.0858845338983051,0.3154352719755857,0.3317554899784772,0.6435381355932204,0.550254349318336,0.089206249076418,396.704872881356,0.5419347997947973,0.903351756627218,186.0,3776.0
LATTICE,0.4731584821428571,0.0885063559322033,0.3208806790554527,0.3336950581786387,0.6567796610169492,0.5541316557171597,0.0905874426541325,413.9537605932203,0.6239535156883765,0.9285686503831014,178.0,3776.0
VBPR,0.4859431749394673,0.0897775423728813,0.3261246212064603,0.3370305563962873,0.6705508474576272,0.5623182958320938,0.0916246360178764,421.11602224576274,0.6114990776861668,0.930254386217686,186.0,3776.0
VBPR,0.4851950287530266,0.089353813559322,0.3260080658365214,0.336672930118375,0.6676377118644068,0.5590267058867815,0.0913090706735655,419.94311440677967,0.6174891967034135,0.9317196103303794,185.0,3776.0
LATTICE,0.486150625504439,0.090625,0.3296231268747125,0.3421266520379338,0.6652542372881356,0.559492055053372,0.0922990520109088,441.3515625,0.6937485232989294,0.9419268269030288,177.0,3776.0
LightGCNM,0.4830937247780468,0.0890624999999999,0.3283420466453178,0.34204320940947,0.6586334745762712,0.543137646228426,0.090478709519912,459.8613347457627,0.7995262009524862,0.9801480258862022,107.0,3776.0
BM3,0.4710994249394673,0.0865995762711864,0.3272928665226533,0.3487798880145278,0.6483050847457628,0.5135288363075942,0.0878930686038507,525.5507415254237,0.9369512312493986,0.9959201745125252,51.0,3776.0
LightGCNM,0.4933388821630347,0.0919756355932203,0.334357935069176,0.3462539094027441,0.6697563559322034,0.5665060870332976,0.093632664282026,437.59552436440686,0.7586282403274437,0.9720846791859008,131.0,3776.0
BM3,0.5031703995157385,0.0923993644067796,0.340269290089372,0.3557531275221953,0.6816737288135594,0.548738401482639,0.0924354923991079,504.0519862288136,0.8148945111113656,0.9810695489397588,87.0,3776.0
BPRMF,0.4821166893664245,0.0892478813559322,0.3337781987720352,0.354971141881894,0.6644597457627118,0.5401113573840538,0.0911124872444197,513.7377118644068,0.829181070449398,0.9809901888057208,141.0,3776.0
LATTICE,0.4950621721146085,0.0922669491525424,0.3364313673607687,0.3498937525221953,0.6782309322033898,0.5847756765382592,0.0952804250522691,419.5208951271186,0.6094569734959461,0.933908223432894,177.0,3776.0
BM3,0.4847826498184019,0.0901218220338983,0.3338687994456896,0.3528477686978746,0.6697563559322034,0.5410233290598312,0.0911572022836273,493.61753177966096,0.8512415399826758,0.9888664538601366,83.0,3776.0
LATTICE,0.4852082702784504,0.0903336864406779,0.3347308879764881,0.3512671929647565,0.6679025423728814,0.5770882304989134,0.094351609907837,420.3127913135593,0.6266871581751253,0.9386565042418584,176.0,3776.0
LightGCNM,0.5024402239709443,0.0935381355932203,0.3419565704661251,0.3533132188256658,0.6819385593220338,0.5881636814563754,0.0961492341111273,423.846186440678,0.6525337290239602,0.956720238755505,127.0,3776.0
LightGCNM,0.509888266747377,0.0946239406779661,0.346857630280825,0.3580408637678235,0.6853813559322034,0.6060136165296279,0.0983288272492747,407.0019332627119,0.5877314219129047,0.9433877885809546,140.0,3776.0
BM3,0.5037066812953995,0.0929555084745762,0.3446677338352588,0.3611406418146354,0.6869703389830508,0.5582947612251087,0.0939865805254716,503.5058262711864,0.820259695833749,0.9850023455030044,90.0,3776.0
FREEDOM,0.5137418659200969,0.0953654661016949,0.3522229207734948,0.3676678731167608,0.6933262711864406,0.5763613429483516,0.0965912726562194,498.680905720339,0.8160247829942631,0.9839951131599534,146.0,3776.0
LightGCN,0.510963037227603,0.0953654661016949,0.3515400141860574,0.3655564803605058,0.6885593220338984,0.6005890110914824,0.0985823502173387,438.7660222457627,0.6638523714275852,0.9591698733623863,144.0,3776.0
FREEDOM,0.5152025322841001,0.0954978813559322,0.3541487387847751,0.3700538698883507,0.694385593220339,0.5808317140585177,0.0972929779409153,497.09126059322034,0.793302671672247,0.9824954090704036,146.0,3776.0
FREEDOM,0.5120797392050039,0.0947828389830508,0.3530014692179017,0.3696446436978746,0.6922669491525424,0.5805366129407479,0.0969886932674714,488.25876588983056,0.791868758409115,0.9807837805394168,148.0,3776.0
FREEDOM,0.5157873663236482,0.0957097457627118,0.3555562614403095,0.3710333224038202,0.6954449152542372,0.5846312695684734,0.0977663212941432,495.0139036016949,0.7896040647828675,0.981719723055118,151.0,3776.0
FeatureItemKNN,0.51124363145682,0.095259533898305,0.356463033801043,0.3744352384315308,0.6922669491525424,0.6016059227019755,0.0991421416959058,463.6328125,0.697376861367242,0.9620043349052122,169.0,3776.0
FeatureItemKNN,0.5152709468321227,0.0960275423728813,0.3615923980199683,0.381174018866021,0.6954449152542372,0.6061657811089642,0.1001651008132734,473.4117319915254,0.7283310349848202,0.9674851904995692,167.0,3776.0
FeatureItemKNN,0.5166193755044391,0.0961334745762711,0.3619136857286172,0.3809535369585687,0.6959745762711864,0.6067188964865848,0.1002525424352458,473.54115466101695,0.7247185126501501,0.9678950076624075,168.0,3776.0
FeatureItemKNN,0.5137261021993543,0.0958686440677966,0.3611188647470577,0.3814530367231638,0.6922669491525424,0.6059737632256681,0.1001453561689963,472.4921875,0.7318301373301916,0.968206199271124,166.0,3776.0
ItemKNN,0.5159793684422922,0.0961069915254237,0.3621596489419779,0.3820047669491525,0.6957097457627118,0.606889338094564,0.1003257157778206,474.9038400423729,0.7285320574655768,0.9684189859227812,169.0,3776.0
